id,lyrics,song,url,lyrics_vector,X,Y
10,"Oh, maybe I came on too strong
Maybe I waited too long
Maybe I played my cards wrong
Oh, just a little bit wrong
Baby I apologize for it

I could fall, or I could fly
Here in your aeroplane
And I could live, I could die
Hanging on the words you say
And I've been known to give my all
And jumping in harder than
Ten thousand rocks on the lake

So don't call me baby
Unless you mean it
Don't tell me you need me
If you don't believe it
So let me know the truth
Before I dive right into you





You're a mystery
I have travelled the world, there's no other girl like you
No one, what's your history?
Do you have a tendency to lead some people on?
'Cause I heard you do, mm

I could fall, or I could fly
Here in your aeroplane
And I could live, I could die
Hanging on the words you say
And I've been known to give my all
And lie awake everyday
Don't know how much I can take
So don't call me baby
Unless you mean it
Don't tell me you need me
If you don't believe it
So let me know the truth
Before I dive right into you

I could fall, or I could fly
Here in your aeroplane
And I could live, I could die
Hanging on the words you say
And I've been known to give my all
Sitting back, looking at
Every mess that I've made
So don't call me baby
Unless you mean it
Don't tell me you need me
If you don't believe it
So let me know the truth
Before I dive right into you
Before I dive right into you
Before I dive right into you",Dive,https://www.directlyrics.com/ed-sheeran-dive-lyrics.html,"[[ 0.15712619 -0.18938355 -0.07612277 -0.01699937 -0.28157511 -0.09749313
  -0.30192238  0.19231404 -0.06351279  0.04305606 -0.0358844  -0.04143025
   0.126587    0.13903977 -0.00801024  0.05916034  0.29430169  0.10160635
  -0.1562916  -0.2662476   0.14024308 -0.13418491 -0.07086496  0.07740874
  -0.11475857 -0.12402149 -0.06589603  0.02884807 -0.24818932  0.0808981
   0.03366093 -0.14560437 -0.29412991 -0.13721962 -0.14403024  0.00725025
  -0.05816021 -0.00651081 -0.2184172   0.15200712 -0.04012752  0.01258274
  -0.00827442 -0.00119494  0.16996476 -0.18480319 -0.05789292  0.062227
  -0.00064712  0.17606173]]",60.44885530062259,93.9950813348222
11,"I wanna be drunk when I wake up
On the right side of the wrong bed
And every excuse I made up
Tell you the truth I hate
What didn't kill me
It never made me stronger at all.
Love will scar your make-up lip sticks to me
So now I'll maybe leave back there
I'm sat here wishing I was sober
I know I'll never hold you like I used to.

But our house gets cold when you cut the heating
Without you to hold I'll be freezing
Can't rely on my heart to beat it
'Cause you take part of it every evening
Take words out of my mouth just from breathing
Replace with phrases like when you're leaving me.

Should I, should I?
Maybe I'll get drunk again
I'll be drunk again
I'll be drunk again
To feel a little love





I wanna hold your heart in both hands
I'll watch it fizzle at the bottom of a Coke can
And I've got no plans for the weekend
So shall we speak then
Keep it between friends
Though I know you'll never love me like you used to.

There maybe other people like us
You see the flicker of the clip when they light up
Flames just create us, burns don't heal like before
You don't hold me anymore.

On cold days Coldplay's out like the band's the name
I know I can't heal things with a hand shake
You know I can't change as I began saying
You cut me wide open like landscape
Open bottles of beer but never champagne
We'll applaud you with the sound that my hands make.

Should I, should I?
Maybe I'll get drunk again
I'll be drunk again
I'll be drunk again
To feel a little love.

All by myself
I'm here again
All by myself
You know I'll never change
All by myself
All by myself
I'm just drunk again
I'll be drunk again
I'll be drunk again
To feel a little love.",Drunk,https://www.directlyrics.com/ed-sheeran-drunk-lyrics.html,"[[ 0.16903763 -0.20943114 -0.06654992 -0.03247098 -0.27217111 -0.12543376
  -0.30014122  0.2206095  -0.10126378  0.02887771 -0.04379671 -0.05644924
   0.11172734  0.12945172 -0.01715491  0.10550166  0.26956412  0.11919165
  -0.14325579 -0.2283113   0.12485176 -0.11948304 -0.07113721  0.10944919
  -0.14376466 -0.11056638 -0.10036588  0.06610905 -0.23618768  0.06676236
   0.02352073 -0.15490365 -0.25995013 -0.14373575 -0.16356023 -0.03012424
  -0.05818107 -0.05174307 -0.22119571  0.14127333 -0.05769509  0.04525321
   0.02234358  0.0298116   0.17812602 -0.20448261 -0.05284001  0.06025128
   0.02558262  0.14100961]]",-60.30958892928335,-442.563348788676
12,"I was born inside a small town, I've lost that state of mind
Learned to sing inside the Lord's house, but stopped at the age of nine
I forget when I get awards now the wave I had to ride
The paving stones I played upon, they kept me on the grind
So blame it on the pain that blessed me with the life
Friends and family filled with envy when they should be filled with pride
And when the world's against me is when I really come alive
And everyday that Satan tempts me, I try to take it in my stride
You know that I've got whisky with white lines and smoke in my lungs
I think life has got to the point I know without it's no fun
I need to get in the right mind and clear myself up
Instead, I look in the mirror questioning what I've become
I guess it's a stereotypical day for someone like me
Without a nine-to-five job or an uni degree
To be caught up in the trappings of the industry
They showed me the locked doors I find another use of key
And you'll see

I'm well aware of certain things that will destroy a man like me
But with that said give me one more, higher
Another one to take the sting away
I am happy on my own, so here I'll stay
Save your lovin' arms for a rainy day
And I'll find comfort in my pain
Eraser

I used to think that nothing could be better than touring the world with my songs
I chased the pictured perfect life, I think they painted it wrong
I think that money is the root of evil and fame is hell
Relationships and hearts you fixed, they break as well
And ain't nobody wanna see you down in the dumps
Because you're living your dream, man, this shit should be fun
Please know that I'm not trying to preach like I'm Reverend Run
I beg you, don't be disappointed with the man I've become
Our conversations with my father on the A14
Age twelve telling me I've gotta chase those dreams
Now I'm playing for the people, dad, and they know me
With my beat and small guitar wearing the same old jeans
Wembley Stadium crowd two hundred and forty thou
I may have grown up but I hope that Damien's proud
And to the next generation, inspiration's allowed
The world may be filled with hate but keep erasing it now
Somehow





I'm well aware of certain things that will befall a man like me
But with that said give me one more, higher
Another one to take the sting away
I am not beyond my own, so here I'll stay
Save your lovin arms for a rainy day
And I'll find comfort in my pain
Eraser
And I'll find comfort in my pain
Eraser
And I'll find comfort in my pain
Eraser

I woke up this morning lookin' in the mirror
Thinkin' to myself that I should probably be thinner
The industry told me to look like them
But I found my happiness in fried food for my dinner
I wish that she could have been my first time
And I wish that I'd never took that first line
And I wish that every word in this verse rhymed
But forgive me if it doesn't
I wish that I could make peace with my older cousin
I wish he didn't think that it was me when it wasn't
I wish I didn't love it when I'm high and my face feels buzzin'
And the taste stays underneath my tongue
Wish that I had known what to do as a youngling
Wish I hadn't dropped out of school and missed every single party
With that hardly matters now, man, does it?
Wish I had an answer to everything, but fuck it
I wish creatin' art didn't come with a budget
But while we're on the subject
I wish my private life would have never gone public
But that's the sacrifice that we make
Spendin' my whole time high livin' life away

Singin' this is how we're livin' down here
Sittin' on the edge, lookin' out without fear
Yeah, we got drama but you know we don't care
I wanna see you sing it, put your hands in the air, one wish
I'm singin' this is how we're livin' down here
Sittin' on the edge, lookin' out without fear
Yeah, we got drama but you know we don't care
I wanna see you sing it, put your hands in the air, one wish

I wish my family and friends they stay healthy
I wish that love was a currency and the whole world was wealthy
I found myself late night wishin' on a star
Everyday I wish I'd never broken a heart, uh
And I wish I'd never run to
Every woman that I loved that kept my life and what it's come to
I wish I was the role model you looked up to
If I told my fans the things I did they'd say, ""Fuck you""
I wish I was home more
I wish my teens could see the kids on the birthdays, but yo, we're on tour
And I wish I'd grow more, wish I told more
People that I love 'em but it's in the music that I'm known for
And I wish he never got cancer
And if I smoke a pack a day, well, does that make me a wanker?
Oh yes, I guess it does, and we're still stressin' 'cause
Every day this shit gets the best of us
Usin' my balance on eraser blades
Spendin' my whole time high wishing life would wait

Singin' this is how we're livin' down here
Sittin' on the edge, lookin' out without fear
Yeah, we got drama but you know we don't care
I wanna see you sing it, put your hands in the air, one wish
I'm singin' this is how we're livin' down here
Sittin' on the edge, lookin' out without fear
Yeah, we got drama but you know we don't care
I wanna see you sing it, put your hands in the air, one wish

I'm using jumpers for goalposts, cigarettes for throat cold
Mum sayin', ""Don't smoke,"" no, I don't listen, I got
Love for a ghost note, shows on the gold coast
People that I don't know share the same vision
I find truth in the hard times and words that aren't mine
Tryin' to find a love with a compatible star sign
Sometimes I can't write, sentences can't rhyme
Starin' at my notepad quick, I'm tryin' to find mine
Shit, quick before I hit it again
Surrounded in the industry by all these ignorant men
And who knew that I'd be paid just to pick up a pen
Just let me hit the studio when we can rip it again
I'm a competitive dick, with an adrenaline kick
My daddy told me work hard and you can never be shit
I've seen all my heroes dethroned except my dad
Set back here reminiscing 'bout the times we had
One wish",Eraser,https://www.directlyrics.com/ed-sheeran-eraser-lyrics.html,"[[ 0.15473437 -0.19478141 -0.0592219  -0.00289775 -0.25127625 -0.12709281
  -0.30475718  0.2086689  -0.09861144  0.02081816 -0.03680827 -0.07311617
   0.0923939   0.12583607 -0.03145153  0.09977759  0.26289898  0.13211577
  -0.1336077  -0.21621446  0.13574697 -0.13653047 -0.08789472  0.0806187
  -0.12776589 -0.0924135  -0.12539093  0.06908336 -0.23281427  0.06742375
   0.04022663 -0.15129089 -0.28317457 -0.15447792 -0.16334648  0.00866834
  -0.05653571 -0.06879698 -0.21952955  0.15841626 -0.05534789  0.02196512
   0.01548907  0.03542671  0.1878611  -0.23643926 -0.04958097  0.05590667
   0.00774831  0.14741263]]",58.39936623510588,-45.018351374086514
13,"It’s alright to cry
Even my dad does sometimes
So don’t wipe your eyes
Tears remind you you’re alive
It’s alright to die
Cause death's the only thing you haven’t tried
But just for tonight hold on

So live life like you’re giving up
Cause you act like you are
Go ahead and just live it up
Go on and tear me apart

It’s alright to shake
Even my hand does sometimes
So inside the rage Against the dying of the light
It’s alright to say that death’s the only thing you haven’t tried
But just for today hold on





So live life like you’re giving up
Cause you act like you are
Go ahead and just live it up
Go on and tear me apart

So live life like your giving up
Cause you act like you are
Go ahead and just live it up
Go on and tear me apart hold on

So live life like your giving up
Cause you act like you are
Go ahead and just live it up
Go on and tear me apart hold on",Even My Dad Does Sometimes,https://www.directlyrics.com/ed-sheeran-even-my-dad-does-sometimes-lyrics.html,"[[ 0.14523111 -0.21492831 -0.07590543 -0.05165932 -0.24542898 -0.12523583
  -0.28039593  0.19654281 -0.08799762  0.04352496 -0.05786443 -0.04454256
   0.1524087   0.1304857   0.01694657  0.07967002  0.26455986  0.08222722
  -0.18644316 -0.25899094  0.12510718 -0.08277839 -0.08317606  0.1002111
  -0.1522772  -0.14647625 -0.07693012  0.0640198  -0.25464851  0.05352074
   0.01140594 -0.143833   -0.27030876 -0.16835231 -0.15453795 -0.03099991
  -0.04282404 -0.07445417 -0.20624019  0.15814793 -0.05600921  0.0848914
   0.02285505  0.00300374  0.17094207 -0.17872617 -0.0597617   0.05775246
   0.01743094  0.16608493]]",-40.03784807093776,96.36681262547378
14,"I didn't mean to break your heart
I was just lonely
And everybody falls apart sometimes
I know you've found another one
But won't you just hold me tonight
I wish I never called you up
Nobody told me
And they don't know, they don't speak anymore
So take a good look at us
Won't you just hold me tonight
And I would stop trying to fall in love again
And keep it a secret
It never works out anyway
But I am not, anything like a voice
Cause you were the only one for me
Yeah, yeah

Cause maybe I don't want to lose a lover and friend in one night
If that's right
I shouldn't have f*cked with your mind
And your life too many times
Or maybe I don't want to be lonely
Darling you are my only love
Behind my true loves, everything you are

I never meant to sleep around
I was just lonely
You did the same, again, and again
I know
So here's to the both of us
Here's to our story tonight
Oh I would stop trying to fall in love again
And keep it a secret
It never works out anyway
But I am not, anything like a voice
Cause you were the only one for me
Yeah





Cause maybe I don't want to lose a lover and friend in one night
If that's right
I shouldn't have f*cked with your mind
And your life too many times
Or maybe I don't want to be lonely
Darling you are my only love
Behind my true loves, everything you are

When I see my future
It is with you
We'll get there
I want my children to be with you together

Cause maybe I don't want to lose a lover and friend in one night
If that's right
I shouldn't have f*cked with your mind
And your life too many times
Or maybe I don't want to be lonely
Darling you are my only love
Behind my true loves, everything you are
Behind my true loves, everything you are
Behind my true loves, everything you are",Everything You Are,https://www.directlyrics.com/ed-sheeran-everything-you-are-lyrics.html,"[[ 0.15822181 -0.1969232  -0.06546649 -0.02936908 -0.27395698 -0.09736001
  -0.31669843  0.21026263 -0.08546292  0.0433425  -0.03312032 -0.04436883
   0.11641493  0.12901679 -0.02056243  0.07419557  0.27751106  0.12238402
  -0.15002164 -0.24782033  0.1285568  -0.13424696 -0.05900573  0.08106272
  -0.11954095 -0.11314885 -0.08774605  0.04070503 -0.2465001   0.07560583
   0.021802   -0.15460847 -0.28766003 -0.13556802 -0.14590341 -0.00399592
  -0.05107189 -0.01803413 -0.23638925  0.14619832 -0.05811154  0.02242147
   0.02300324  0.01012766  0.18403931 -0.19228825 -0.05266046  0.05870854
   0.01402771  0.14633477]]",-12.404167414638453,4.523360050068186
15,"We're not, no we're not friends, nor have we ever been
We just try to keep those secrets in our lives
And if they find out, will it all go wrong?
I never know, no one wants it to

So I could take the back road
But your eyes'll lead me straight back home
And if you know me like I know you
You should love me, you should know

Friends just sleep in another bed
And friends don't treat me like you do
Well I know that there's a limit to everything
But my friends won't love me like you
No, my friends won't love me like you





We're not friends, we could be anything
If we tried to keep those secrets safe
No one will find out if it all went wrong
They'll never know what we've been through

So I could take the back road
But your eyes'll lead me straight back home
And if you know me like I know you
You should love me, you should know

Friends just sleep in another bed
And friends don't treat me like you do
Well I know that there's a limit to everything
But my friends won't love me like you
No, my friends won't love me like you

But then again, if we're not friends
Someone else might love you too
And then again, if we're not friends
There'd be nothing I could do, and that's why

Friends should sleep in other beds
And friends should kiss me like you do
And I know that there's a limit to everything
But my friends won't love me like you
No, my friends won't love me like you
Oh, my friends will never love me like you",Friends,https://www.directlyrics.com/ed-sheeran-friends-lyrics.html,"[[ 0.15124197 -0.1931103  -0.07098956 -0.05101146 -0.28259644 -0.09673422
  -0.30529827  0.21136412 -0.07180446  0.04595939 -0.04436283 -0.03021848
   0.13893609  0.1375559   0.0039403   0.0619509   0.28754175  0.09799178
  -0.17411305 -0.27489328  0.12665799 -0.1170853  -0.0668359   0.09156876
  -0.12009746 -0.13768344 -0.06467319  0.03146124 -0.25339314  0.0666967
   0.01252308 -0.14922334 -0.2881121  -0.14124691 -0.12948905 -0.00922927
  -0.04809425 -0.00357808 -0.22104296  0.13700886 -0.05682309  0.0332896
   0.01718184 -0.01225921  0.1748561  -0.16085762 -0.05723123  0.06205954
   0.01542417  0.15523455]]",-32.82799655587451,52.72310946612457
16,"Give me love like her,
'Cause lately I've been waking up alone,
Paint splattered teardrops on my shirt,
Told you I'd let them go,

And that I'll fight my corner,
Maybe tonight I'll call ya,
After my blood turns into alcohol,
No, I just wanna hold ya.

Give a little time to me or burn this out,
We'll play hide and seek to turn this around,
All I want is the taste that your lips allow,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, give me love,





Give me love like never before,
'Cause lately I've been craving more,
And it's been a while but I still feel the same,
Maybe I should let you go,

You know I'll fight my corner,
And that tonight I'll call ya,
After my blood is drowning in alcohol,
No, I just wanna hold ya.

Give a little time to me or burn this out,
We'll play hide and seek to turn this around,
All I want is the taste that your lips allow,
My, my, my, my, oh give me love,

Give a little time to me or burn this out,
We'll play hide and seek to turn this around,
All I want is the taste that your lips allow,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love.

M-my my, m-my my, m-my my, give me love, lover,
M-my my, m-my my, m-my my, give me love, lover,
M-my my, m-my my, m-my my, give me love, lover,
M-my my, m-my my, m-my my, give me love, lover.

M-my my, m-my my, m-my my, give me love, lover,
M-my my, m-my my, m-my my, give me love, lover,
M-my my, m-my my, m-my my, give me love, lover,
M-my my, m-my my, m-my my, give me love, lover (love me, love me, love me).

M-my my, m-my my, m-my my, give me love, lover (give me love),
M-my my, m-my my, m-my my, give me love, lover (give me love),
M-my my, m-my my, m-my my, give me love, lover (give me love, love me),
M-my my, m-my my, m-my my, give me love, lover (give me love).

My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love,
My, my, my, my, oh give me love.

[Break]

[Hidden track ""The Parting Glass""]

Of all the money that e'er I had
I've spent it in good company
And all the harm that e'er I've done
Alas it was to none but me
And all I've done for want of wit
To memory now I can't recall
So fill to me the parting glass
Good night and joy be with you all

Of all the comrades that e'er I had
They are sorry for my going away
And all the sweethearts that e'er I had
They would wish me one more day to stay
But since it falls unto my lot
That I should rise and you should not
I'll gently rise and I'll softly call
Good night and joy be with you all

A man may drink and not be drunk
A man may fight and not be slain
A man may court a pretty girl
And perhaps be welcomed back again
But since it has so ought to be
By a time to rise and a time to fall
Come fill to me the parting glass
Good night and joy be with you all
Good night and joy be with you all",Give Me Love,https://www.directlyrics.com/ed-sheeran-give-me-love-lyrics.html,"[[-0.00528661 -0.11590523 -0.00233627  0.03329714 -0.11828084 -0.05672994
  -0.12996551  0.16730282 -0.09593745 -0.01193455  0.00899174 -0.0229742
   0.09739606  0.09050066 -0.03275207 -0.01240702  0.17574945  0.09389949
  -0.27968267 -0.29447627  0.11867049 -0.16310084 -0.09115462 -0.01333832
   0.03742387 -0.16112164 -0.16559134  0.02910207 -0.30044138  0.08818173
   0.07514792 -0.12984483 -0.41180977 -0.21844779 -0.18119706  0.08489945
   0.05769296 -0.01359901 -0.1920089   0.14445357 -0.07649897  0.0500272
   0.06911739  0.00463104  0.21319062 -0.2505917  -0.05725088  0.00674437
  -0.03807176  0.14041822]]",-154.68874973571533,-1.782239450604964
17,"She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said baby I just want to dance

I saw her on Grafton street right outside of the bar
She shared a cigarette with me while her brother played the guitar
She asked me what does it mean the Gaelic ink on your arm?
Said it was one of my friend's songs do you want to drink on?
She took Jamie as a chaser, Jack for the fun
She got Arthur on the table, with Johnny riding as a shotgun
Chilled some more one more drink at the bar
Then say I'm on the jukebox, got to dance, you know

She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said baby I just want to dance
With my pretty little Galway Girl
You're my pretty little Galway Girl





You know she beat me at darts and then she beat me at pool
And then she kissed me like there was nobody else in the room
As last orders were called was when she stood on the stool
After dancing to Cèilidh singing to trad tunes
I never heard Carrickfergus ever sing so sweet
A capella in the bar wring her feet for the beat
Oh, I could have that while playing on repeat for a week
And in this packed out room swear she was singing to me

She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said baby I just want to dance
My pretty little Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl

Now we've outstayed our welcome and it's closing time
I was holding her hand, her hand was holding mine
Our coats both smell of smoke, whisky and wine
As we fill up our lungs with the cold air of the night
I walked her home then she took me inside
Finish some Doritos and another bottle of wine
I swear I'm going to pot you in a song that I write
About a Galway Girl and a perfect night

She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said baby I just want to dance
My pretty little Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl",Galway Girl,https://www.directlyrics.com/ed-sheeran-galway-girl-lyrics.html,"[[ 0.0814032  -0.16142394 -0.02809852  0.02908118 -0.17852129 -0.12285062
  -0.23107754  0.19223423 -0.10732441 -0.01803941 -0.01179503 -0.06385157
   0.08237513  0.12690037 -0.03313304  0.07030046  0.21846437  0.13336438
  -0.18533072 -0.23357892  0.13409072 -0.15101641 -0.10183852  0.04244383
  -0.07210793 -0.10948827 -0.17816545  0.08110075 -0.25707439  0.07143664
   0.06429439 -0.13751473 -0.34359521 -0.18560998 -0.19812082  0.04124853
  -0.01689728 -0.08443893 -0.20495154  0.1646328  -0.0664856   0.04015899
   0.03965719  0.04686668  0.20910265 -0.28118718 -0.05742004  0.03067924
  -0.00642296  0.13928233]]",-149.15404590761023,-94.5317795074474
18,"She is the sweetest thing that I know
Should see the way she holds me when the lights go low
Shakes my soul like a pothole every time
Took my heart upon a one way trip
Guess she went wandering off with it
None like most women I know
This one will bring it back whole
Daisies, daisies perched upon your forehead
Oh my baby, lately I know...

That every night I'll kiss you, you'll say in my ear
Oh we're in love, aren't we?
Hands in your hair
Fingers and thumbs, baby
I feel safe when you're holding me near
Love the way that you conquer your fear
You know hearts don't break around here
Oh yeah, yeah, yeah
Yeah-yeah, yeah-yeah

She is the river flowin' nowhere
And tin wind chimes used for doorbells
Fields and trees and her smell fill my lungs
Spend my summertime beside her
And the rest of the year the same
She is the flint that sparks the lighter
And the fuel that will hold the flame, oh
Roses, roses laid upon your bed spread, oh my
All this, all this I know





But every night I'll kiss you, you'll say in my ear
Oh we're in love, aren't we?
Hands in your hair
Fingers and thumbs, baby
I feel safe when you're holding me near
Love the way that you conquer your fear
You know hearts don't break around here
Oh yeah, yeah, yeah
Yeah-yeah, yeah-yeah

Well, I've found love inside
The arms of the woman I know
She is the lighthouse in the night
That will safely guide me home
And I'm not scared of passing over
Or the thought growing old
'Cause from now until I go

Every night I kiss you, you'll say in my ear
Oh we're in love, aren't we?
Hands in your hair
Fingers and thumbs, baby
I feel safe when you're holding me near
Love the way that you conquer your fear
You know hearts don't break around here
Oh yeah, yeah
Every night I kiss you, you'll say in my ear
Oh we're in love, aren't we?
Hands in your hair
Fingers and thumbs, baby
I feel safe when you're holding me near
Love the way that you conquer your fear
You know hearts don't break around here
Yeah, yeah, yeah
You know hearts don't break around here
Oh yeah, yeah, yeah...",Hearts Don't Break Around Here,https://www.directlyrics.com/ed-sheeran-hearts-dont-break-around-here-lyrics.html,"[[ 0.12445486 -0.16588061 -0.06009126  0.00147036 -0.26094759 -0.11581066
  -0.28120011  0.21805818 -0.08373592 -0.00789998 -0.0521679  -0.04361682
   0.09744359  0.14332967  0.01029871  0.0590703   0.25926909  0.1112879
  -0.1746442  -0.26995558  0.13270783 -0.13219318 -0.10548766  0.06373665
  -0.11581224 -0.10932893 -0.12258411  0.07321256 -0.23615429  0.04822284
   0.03486762 -0.13891141 -0.30132073 -0.16612619 -0.14102849  0.04094731
  -0.03035183 -0.07191449 -0.21586409  0.1590689  -0.05634612  0.01893811
   0.02324278  0.03158682  0.191321   -0.22373196 -0.04904874  0.07466129
  -0.01488381  0.15626873]]",22.31061057100703,-9.989060717610547
19,"You are the one, girl
You know that it's true
I'm feeling younger
Every time that I'm alone with you

We were sitting in a parked car
Stealing kisses in a front yard
We got questions we shouldn't had asked but

How would you feel
If I told you I loved you
It's just something that I want to do
I'm taking my time, spending my life
Falling deeper in love with you
So tell me that you love me too





In the summer, as the lilacs blew
Blood flows deeper than a river
Every moment that I spend with you

We were sat upon our best friend's roof
I had both of my arms around you
Watching the sunrise replace the moon

How would you feel
If I told you I loved you
It's just something that I want to do
I'm taking my time, spending my life
Falling deeper in love with you
So tell me that you love me too

We were sitting in a parked car
Stealing kisses in a front yard
We got questions we shouldn't had asked

How would you feel
If I told you I loved you
It's just something that I want to do
I'm taking my time, spending my life
Falling deeper in love with you
So tell me that you love me too
Tell me that you love me too
Tell me that you love me too",How Would You Feel,https://www.directlyrics.com/ed-sheeran-how-would-you-feel-lyrics.html,"[[ 0.12381338 -0.14309451 -0.06103253 -0.01595414 -0.27811772 -0.10511328
  -0.29462394  0.24940886 -0.06396914 -0.01165128 -0.04822342 -0.02971725
   0.0923963   0.15908122  0.01756212  0.06279243  0.28255489  0.13050207
  -0.170197   -0.26879096  0.13079742 -0.17206247 -0.08591342  0.09650948
  -0.10932736 -0.12763287 -0.10915961  0.05497201 -0.23654333  0.05657003
   0.00723859 -0.14332704 -0.29801816 -0.14506026 -0.10975728  0.03264221
  -0.04700446 -0.00848116 -0.23268358  0.11793634 -0.0672837  -0.00801275
   0.03545796  0.01002761  0.1884198  -0.17796138 -0.06730188  0.08362033
   0.01645892  0.12099747]]",-12.070995917218712,-60.334070543127886
20,"Walking down 29th and park
I saw you in another's arms
Only a month we've been apart
You look happier

Saw you walk inside a bar
He said something to make you laugh
I saw that both your smiles were twice as wide as ours
Yeah, you look happier, you do

Ain't nobody hurt you like I hurt you
But ain't nobody love you like I do
Promise that I will not take it personal, baby
If you're moving on with someone new





'Cause baby you look happier, you do
My friends told me one day I'll feel it too
And until then I'll smile to hide the truth
But I know I was happier with you

Sat on the corner of the room
Everything's reminding me of you
Nursing an empty bottle and telling myself you're happier
Aren't you?

Ain't nobody hurt you like I hurt you
But ain't nobody need you like I do
I know that there's others that deserve you
But my darling, I am still in love with you

But I guess you look happier, you do
My friends told me one day I'd feel it too
I know I could smile to hide the truth
But I know I was happier with you

Baby, you look happier, you do
I knew one day you'd fall for someone new
But if he breaks your heart like lovers do
Just know that I'll be waiting here for you...",Happier,https://www.directlyrics.com/ed-sheeran-happier-lyrics.html,"[[ 0.16047394 -0.17348461 -0.06992113 -0.03235152 -0.28776613 -0.09572031
  -0.31813595  0.21504653 -0.06298016  0.03001938 -0.02997648 -0.02302588
   0.1190754   0.15408427 -0.00549928  0.06429299  0.30021164  0.12186495
  -0.14916991 -0.26543596  0.13102569 -0.13615288 -0.05684619  0.09318119
  -0.13138397 -0.11466242 -0.07550663  0.04521049 -0.24541792  0.07530726
   0.011101   -0.14835976 -0.27913141 -0.11376982 -0.13386069 -0.00204037
  -0.07133541  0.01100476 -0.23593868  0.1367273  -0.05637892 -0.00249601
   0.01392854  0.00808699  0.16801627 -0.1729887  -0.05988991  0.0645396
   0.02494269  0.14348213]]",-519.6408494262712,40.336845004313744
21,"Oh, misty eye of the mountain below
Keep careful watch of my brothers' souls
And should the sky be filled with fire and smoke
Keep watching over Durin's son

If this is to end in fire
Then we should all burn together
Watch the flames climb high into the night
Calling out father, stand by and we will
Watch the flames burn auburn on the mountain side

And if we should die tonight
Then we should all die together
Raise a glass of wine for the last time
Calling out father, prepare as we will
Watch the flames burn auburn on the mountain side
Desolation comes upon the sky





Now I see fire, inside the mountain
I see fire, burning the trees
And I see fire, hollowing souls
I see fire, blood in the breeze
And I hope that you'll remember me

Oh, should my people fall
Then surely I'll do the same
Confined in mountain halls
We got too close to the flame
Calling out father hold fast and we will
Watch the flames burn auburn on the mountain side
Desolation comes upon the sky

Now I see fire, inside the mountain
I see fire, burning the trees
I see fire, hollowing souls
I see fire, blood in the breeze
And I hope that you'll remember me

And if the night is burning
I will cover my eyes
For if the dark returns then
My brothers will die
And as the sky's falling down
It crashed into this lonely town
And with that shadow upon the ground
I hear my people screaming out

Now I see fire, inside the mountain
I see fire, burning the trees
I see fire, hollowing souls
I see fire, blood in the breeze

I see fire, oh you know I saw a city burning (fire)
I see fire, feel the heat upon my skin (fire)
And I see fire (fire)
And I see fire burn auburn on the mountain side",I See Fire,https://www.directlyrics.com/ed-sheeran-i-see-fire-lyrics.html,"[[ 0.16966212 -0.19553033 -0.06291425  0.00344094 -0.22289409 -0.16653197
  -0.31883898  0.16803987 -0.088687    0.0089806  -0.04389278 -0.11047012
   0.08151387  0.14641379 -0.03846623  0.146209    0.26934263  0.11752839
  -0.09081624 -0.16602723  0.15334043 -0.08062055 -0.10062785  0.07945347
  -0.1706253  -0.0529636  -0.15165776  0.10129621 -0.19519623  0.03987881
   0.06488061 -0.11812671 -0.25548381 -0.15104516 -0.19699021 -0.0085229
  -0.08875155 -0.15118517 -0.16960992  0.17080534 -0.01567457  0.03173871
  -0.02900503  0.0564107   0.15704872 -0.27506468 -0.05209842  0.04779511
  -0.00423101  0.17542106]]",22.497202337873283,74.91879291924161
